frame.time_epoch,ip.src,ip.dst,ip.proto,_ws.col.protocol,frame.len
"1744447527.618286000","104.18.31.173","192.168.1.13","6","TLSv1.2","93"
"1744447527.618286000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447527.618286000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447527.618745000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447527.618805000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447527.619260000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447527.619357000","192.168.1.13","103.57.86.12","6","DNS","112"
"1744447527.619470000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447527.619525000","192.168.1.13","103.57.86.12","6","DNS","112"
"1744447527.627134000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447527.627134000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447527.627134000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447527.627134000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447527.627134000","103.57.86.12","192.168.1.13","6","DNS","190"
"1744447527.627134000","103.57.86.12","192.168.1.13","6","DNS","146"
"1744447527.627585000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447527.628163000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447527.633109000","142.250.70.78","192.168.1.13","17","UDP","73"
"1744447527.633547000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447527.633547000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447527.633646000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447527.634056000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447527.643904000","104.18.31.173","192.168.1.13","6","TLSv1.2","411"
"1744447527.643904000","104.18.31.173","192.168.1.13","6","TLSv1.2","145"
"1744447527.643904000","104.18.31.173","192.168.1.13","6","TLSv1.2","85"
"1744447527.644056000","192.168.1.13","104.18.31.173","6","TCP","54"
"1744447527.644920000","192.168.1.13","142.250.70.78","17","UDP","75"
"1744447527.646383000","192.168.1.13","104.18.31.173","6","TLSv1.2","89"
"1744447527.686429000","192.168.1.13","142.250.192.110","6","SSL","55"
"1744447527.693027000","104.18.31.173","192.168.1.13","6","TCP","54"
"1744447527.705336000","142.250.192.110","192.168.1.13","6","TCP","66"
"1744447527.846257000","192.168.1.13","142.250.70.78","17","UDP","71"
"1744447527.869880000","142.250.70.78","192.168.1.13","17","UDP","68"
"1744447528.085111000","192.168.1.13","142.250.70.78","17","UDP","71"
"1744447528.116588000","142.250.70.78","192.168.1.13","17","UDP","1121"
"1744447528.116588000","142.250.70.78","192.168.1.13","17","UDP","103"
"1744447528.122413000","142.250.70.78","192.168.1.13","17","UDP","68"
"1744447528.144346000","142.250.70.78","192.168.1.13","17","UDP","1121"
"1744447528.152015000","192.168.1.13","142.250.70.78","17","UDP","81"
"1744447528.177816000","142.250.70.78","192.168.1.13","17","UDP","68"
"1744447528.211073000","192.168.1.13","216.239.34.180","17","UDP","796"
"1744447528.242641000",,,,"ARP","60"
"1744447528.242681000",,,,"ARP","42"
"1744447528.242729000",,,,"ARP","60"
"1744447528.243076000",,,,"ARP","60"
"1744447528.243086000",,,,"ARP","60"
"1744447528.243094000",,,,"ARP","60"
"1744447528.243101000",,,,"ARP","60"
"1744447528.243108000",,,,"ARP","60"
"1744447528.243117000","216.239.34.180","192.168.1.13","17","UDP","75"
"1744447528.258673000","192.168.1.13","216.239.34.180","17","UDP","75"
"1744447528.339014000","192.168.1.13","150.171.28.11","6","SSL","55"
"1744447528.355024000","150.171.28.11","192.168.1.13","6","TCP","66"
"1744447528.451807000","192.168.1.13","216.239.34.180","17","UDP","71"
"1744447528.473697000","216.239.34.180","192.168.1.13","17","UDP","68"
"1744447528.593316000","216.239.34.180","192.168.1.13","17","UDP","554"
"1744447528.593316000","216.239.34.180","192.168.1.13","17","UDP","65"
"1744447528.593316000","192.168.1.11","224.0.0.251","17","MDNS","100"
"1744447528.593316000",,,,"MDNS","120"
"1744447528.598222000","192.168.1.13","216.239.34.180","17","UDP","82"
"1744447528.618667000","216.239.34.180","192.168.1.13","17","UDP","68"
"1744447529.271019000","192.168.1.13","18.155.99.90","6","SSL","55"
"1744447529.322803000","18.155.99.90","192.168.1.13","6","TCP","66"
"1744447529.745451000","192.168.1.13","151.101.0.176","6","SSL","55"
"1744447529.791518000","151.101.0.176","192.168.1.13","6","TCP","66"
"1744447529.805773000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447529.806484000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447529.812213000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447529.812213000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447529.812336000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447529.812353000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447529.812454000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447529.812479000","192.168.1.13","103.57.86.12","6","DNS","125"
"1744447529.812519000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447529.812536000","192.168.1.13","103.57.86.12","6","DNS","125"
"1744447529.817476000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447529.817476000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447529.817476000","103.57.86.12","192.168.1.13","6","DNS","203"
"1744447529.817476000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447529.817476000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447529.817476000","103.57.86.12","192.168.1.13","6","DNS","143"
"1744447529.817673000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447529.818595000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447529.819812000","192.168.1.13","34.144.254.29","17","QUIC","1292"
"1744447529.820311000","192.168.1.13","34.144.254.29","17","QUIC","1292"
"1744447529.820666000","192.168.1.13","34.144.254.29","6","TLSv1.2","315"
"1744447529.820758000","192.168.1.13","34.144.254.29","6","TLSv1.2","93"
"1744447529.822056000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447529.822097000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447529.824986000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447529.825031000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447529.838276000","34.144.254.29","192.168.1.13","17","QUIC","82"
"1744447529.838276000","34.144.254.29","192.168.1.13","6","TCP","54"
"1744447529.838276000","34.144.254.29","192.168.1.13","6","TCP","54"
"1744447529.838276000","34.144.254.29","192.168.1.13","6","TLSv1.2","93"
"1744447529.839266000","34.144.254.29","192.168.1.13","17","QUIC","1292"
"1744447529.871988000","192.168.1.13","34.144.254.29","17","QUIC","1292"
"1744447529.887760000","192.168.1.13","34.144.254.29","6","TCP","54"
"1744447529.920264000","34.144.254.29","192.168.1.13","17","QUIC","1292"
"1744447529.920363000","34.144.254.29","192.168.1.13","17","QUIC","1292"
"1744447529.920997000","192.168.1.13","34.144.254.29","17","QUIC","202"
"1744447529.940383000","34.144.254.29","192.168.1.13","17","QUIC","626"
"1744447529.940383000","34.144.254.29","192.168.1.13","17","QUIC","163"
"1744447529.940697000","192.168.1.13","34.144.254.29","17","QUIC","73"
"1744447529.966028000","34.144.254.29","192.168.1.13","17","QUIC","66"
"1744447530.138492000","34.144.254.29","192.168.1.13","6","TLSv1.2","125"
"1744447530.138492000","34.144.254.29","192.168.1.13","6","TLSv1.2","103"
"1744447530.138492000","34.144.254.29","192.168.1.13","6","TLSv1.2","93"
"1744447530.138596000","192.168.1.13","34.144.254.29","6","TCP","54"
"1744447530.140841000","192.168.1.13","34.144.254.29","6","TLSv1.2","89"
"1744447530.140904000","192.168.1.13","34.144.254.29","6","TLSv1.2","93"
"1744447530.158629000","34.144.254.29","192.168.1.13","6","TCP","54"
"1744447530.378236000","192.168.1.13","52.42.109.249","6","TCP","54"
"1744447530.871764000",,,,"ARP","60"
"1744447530.871764000",,,,"ARP","60"
"1744447530.871764000",,,,"ARP","60"
"1744447530.871764000",,,,"ARP","60"
"1744447530.871764000",,,,"ARP","60"
"1744447530.871764000",,,,"ARP","60"
"1744447530.871764000",,,,"ARP","60"
"1744447530.871831000",,,,"ARP","42"
"1744447532.873449000","192.168.1.13","34.144.254.29","6","SSL","55"
"1744447532.906414000","34.144.254.29","192.168.1.13","6","TCP","66"
"1744447534.297606000","192.168.1.13","142.250.77.78","6","SSL","55"
"1744447534.505850000",,,,"ARP","60"
"1744447534.505895000",,,,"ARP","42"
"1744447534.505962000",,,,"ARP","60"
"1744447534.506297000",,,,"ARP","60"
"1744447534.506308000",,,,"ARP","60"
"1744447534.506322000",,,,"ARP","60"
"1744447534.506333000",,,,"ARP","60"
"1744447534.506342000",,,,"ARP","60"
"1744447536.590594000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447536.591171000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447536.602450000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447536.602450000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447536.602604000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447536.602634000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447536.603096000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447536.603206000","192.168.1.13","103.57.86.12","6","DNS","126"
"1744447536.603284000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447536.603317000","192.168.1.13","103.57.86.12","6","DNS","126"
"1744447536.619546000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447536.619546000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447536.619546000","103.57.86.12","192.168.1.13","6","DNS","204"
"1744447536.619546000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447536.619546000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447536.619546000","103.57.86.12","192.168.1.13","6","DNS","144"
"1744447536.619781000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447536.621273000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447536.623090000","192.168.1.13","34.144.254.29","17","QUIC","1292"
"1744447536.623524000","192.168.1.13","34.144.254.29","17","QUIC","1292"
"1744447536.623796000","192.168.1.13","34.144.254.29","6","TLSv1.2","316"
"1744447536.623891000","192.168.1.13","34.144.254.29","6","TLSv1.2","93"
"1744447536.625415000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447536.625415000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447536.625465000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447536.625508000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447536.643517000","34.144.254.29","192.168.1.13","17","QUIC","82"
"1744447536.643517000","34.144.254.29","192.168.1.13","6","TCP","54"
"1744447536.643517000","34.144.254.29","192.168.1.13","6","TCP","54"
"1744447536.643517000","34.144.254.29","192.168.1.13","6","TLSv1.2","93"
"1744447536.644779000","34.144.254.29","192.168.1.13","17","QUIC","1292"
"1744447536.669318000","192.168.1.13","34.144.254.29","17","QUIC","1292"
"1744447536.684884000","192.168.1.13","34.144.254.29","6","TCP","54"
"1744447536.748611000","192.168.1.13","34.144.254.29","17","QUIC","1292"
"1744447536.758902000","34.144.254.29","192.168.1.13","17","QUIC","1292"
"1744447536.758902000","34.144.254.29","192.168.1.13","17","QUIC","1292"
"1744447536.760224000","192.168.1.13","34.144.254.29","17","QUIC","210"
"1744447536.774593000","34.144.254.29","192.168.1.13","17","QUIC","1292"
"1744447536.775181000","192.168.1.13","34.144.254.29","17","QUIC","212"
"1744447536.779692000","34.144.254.29","192.168.1.13","17","QUIC","626"
"1744447536.779692000","34.144.254.29","192.168.1.13","17","QUIC","163"
"1744447536.780121000","192.168.1.13","34.144.254.29","17","QUIC","75"
"1744447536.780447000","192.168.1.13","34.144.254.29","17","QUIC","75"
"1744447536.797397000","34.144.254.29","192.168.1.13","17","QUIC","67"
"1744447537.212541000",,,,"ARP","60"
"1744447537.212541000",,,,"ARP","60"
"1744447537.212541000",,,,"ARP","60"
"1744447537.212586000",,,,"ARP","42"
"1744447537.213114000",,,,"ARP","60"
"1744447537.213114000",,,,"ARP","60"
"1744447537.213114000",,,,"ARP","60"
"1744447537.213114000",,,,"ARP","60"
"1744447538.141032000","34.144.254.29","192.168.1.13","6","TLSv1.2","125"
"1744447538.141032000","34.144.254.29","192.168.1.13","6","TLSv1.2","103"
"1744447538.141032000","34.144.254.29","192.168.1.13","6","TLSv1.2","93"
"1744447538.141459000","192.168.1.13","34.144.254.29","6","TCP","54"
"1744447538.144310000","192.168.1.13","34.144.254.29","6","TLSv1.2","89"
"1744447538.144761000","192.168.1.13","34.144.254.29","6","TLSv1.2","93"
"1744447538.382686000","34.144.254.29","192.168.1.13","6","TCP","54"
"1744447538.574403000","192.168.1.13","4.186.13.244","6","TLSv1.2","105"
"1744447538.604775000","4.186.13.244","192.168.1.13","6","TLSv1.2","94"
"1744447538.653107000","192.168.1.13","4.186.13.244","6","TCP","54"
"1744447539.888792000",,,,"ARP","60"
"1744447539.888835000",,,,"ARP","42"
"1744447539.891357000",,,,"ARP","60"
"1744447539.891357000",,,,"ARP","60"
"1744447539.891357000",,,,"ARP","60"
"1744447539.891357000",,,,"ARP","60"
"1744447539.891357000",,,,"ARP","60"
"1744447539.891357000",,,,"ARP","60"
"1744447540.545343000","192.168.1.13","52.42.109.249","6","SSL","55"
"1744447540.689506000","192.168.1.13","52.42.109.249","6","TCP","54"
"1744447540.841335000","52.42.109.249","192.168.1.13","6","TCP","54"
"1744447541.014342000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447541.019948000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447541.075525000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447541.075751000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447541.075832000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447541.075903000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447541.075931000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447541.075950000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447541.075976000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447541.075989000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447541.076602000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447541.076689000","192.168.1.13","103.57.86.12","6","DNS","84"
"1744447541.076862000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447541.076919000","192.168.1.13","103.57.86.12","6","DNS","84"
"1744447541.097607000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447541.097607000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447541.097607000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447541.097607000","103.57.86.12","192.168.1.13","6","DNS","158"
"1744447541.097607000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447541.097607000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447541.097607000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447541.097607000","103.57.86.12","192.168.1.13","6","DNS","159"
"1744447541.098081000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447541.098785000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447541.100542000","192.168.1.13","23.11.215.147","17","QUIC","1292"
"1744447541.100742000","192.168.1.13","23.11.215.147","17","QUIC","1292"
"1744447541.107913000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447541.107913000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447541.108052000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447541.108160000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447541.199118000","23.11.215.147","192.168.1.13","17","QUIC","1292"
"1744447541.199118000","23.11.215.147","192.168.1.13","17","QUIC","1292"
"1744447541.199118000","23.11.215.147","192.168.1.13","17","QUIC","286"
"1744447541.200419000","192.168.1.13","23.11.215.147","17","QUIC","210"
"1744447541.247100000","23.11.215.147","192.168.1.13","17","QUIC","329"
"1744447541.247100000","23.11.215.147","192.168.1.13","17","QUIC","105"
"1744447541.247100000","23.11.215.147","192.168.1.13","17","QUIC","63"
"1744447541.247100000","23.11.215.147","192.168.1.13","17","QUIC","112"
"1744447541.247633000","192.168.1.13","23.11.215.147","17","QUIC","73"
"1744447541.248188000","192.168.1.13","23.11.215.147","17","QUIC","73"
"1744447541.269322000","23.11.215.147","192.168.1.13","17","QUIC","66"
"1744447541.849519000","192.168.1.13","54.187.119.242","6","SSL","55"
"1744447542.155205000","54.187.119.242","192.168.1.13","6","TCP","66"
"1744447543.470165000",,,,"ARP","60"
"1744447543.470165000",,,,"ARP","60"
"1744447543.470165000",,,,"ARP","60"
"1744447543.470165000",,,,"ARP","60"
"1744447543.470165000",,,,"ARP","60"
"1744447543.470165000",,,,"ARP","60"
"1744447543.470165000",,,,"ARP","60"
"1744447543.470336000",,,,"ARP","42"
"1744447543.922192000","192.168.1.13","40.79.189.59","6","SSL","55"
"1744447544.103950000","40.79.189.59","192.168.1.13","6","TCP","66"
"1744447546.134449000",,,,"ARP","60"
"1744447546.134449000",,,,"ARP","60"
"1744447546.134449000",,,,"ARP","60"
"1744447546.134449000",,,,"ARP","60"
"1744447546.134449000",,,,"ARP","60"
"1744447546.134449000",,,,"ARP","60"
"1744447546.134449000",,,,"ARP","60"
"1744447546.134502000",,,,"ARP","42"
"1744447547.097878000","192.168.1.13","52.42.109.249","6","TCP","55"
"1744447547.402985000","192.168.1.13","34.144.254.29","6","SSL","55"
"1744447547.425591000","34.144.254.29","192.168.1.13","6","TCP","66"
"1744447548.734937000","192.168.1.13","34.144.254.29","6","SSL","55"
"1744447548.757153000",,,,"ARP","60"
"1744447548.757153000",,,,"ARP","60"
"1744447548.757188000",,,,"ARP","42"
"1744447548.757514000",,,,"ARP","60"
"1744447548.758104000",,,,"ARP","60"
"1744447548.758479000",,,,"ARP","60"
"1744447548.759221000",,,,"ARP","60"
"1744447548.759676000",,,,"ARP","60"
"1744447548.772385000","34.144.254.29","192.168.1.13","6","TCP","66"
"1744447550.018178000","150.171.28.11","192.168.1.13","6","TCP","54"
"1744447551.583154000","192.168.1.13","142.250.70.78","17","UDP","548"
"1744447551.641820000","142.250.70.78","192.168.1.13","17","UDP","73"
"1744447551.652934000","192.168.1.13","142.250.70.78","17","UDP","75"
"1744447551.845690000","192.168.1.13","142.250.70.78","17","UDP","71"
"1744447551.869774000","142.250.70.78","192.168.1.13","17","UDP","68"
"1744447552.085325000","192.168.1.13","142.250.70.78","17","UDP","71"
"1744447552.110235000","142.250.70.78","192.168.1.13","17","UDP","1110"
"1744447552.110235000","142.250.70.78","192.168.1.13","17","UDP","257"
"1744447552.119143000","192.168.1.13","142.250.70.78","17","UDP","80"
"1744447552.124968000","192.168.1.13","216.239.34.180","17","UDP","793"
"1744447552.131421000","142.250.70.78","192.168.1.13","17","UDP","68"
"1744447552.140828000","142.250.70.78","192.168.1.13","17","UDP","68"
"1744447552.146464000","216.239.34.180","192.168.1.13","17","UDP","75"
"1744447552.151173000","192.168.1.13","216.239.34.180","17","UDP","75"
"1744447552.360580000","192.168.1.13","216.239.34.180","17","UDP","71"
"1744447552.361938000",,,,"ARP","60"
"1744447552.361938000",,,,"ARP","60"
"1744447552.361938000",,,,"ARP","60"
"1744447552.361938000",,,,"ARP","60"
"1744447552.361938000",,,,"ARP","60"
"1744447552.361938000",,,,"ARP","60"
"1744447552.361938000",,,,"ARP","60"
"1744447552.361998000",,,,"ARP","42"
"1744447552.385198000","216.239.34.180","192.168.1.13","17","UDP","68"
"1744447552.500063000","216.239.34.180","192.168.1.13","17","UDP","553"
"1744447552.500063000","216.239.34.180","192.168.1.13","17","UDP","65"
"1744447552.504534000","192.168.1.13","216.239.34.180","17","UDP","82"
"1744447552.526682000","216.239.34.180","192.168.1.13","17","UDP","68"
"1744447554.233410000","51.132.193.104","192.168.1.13","6","TCP","54"
"1744447554.366327000","192.168.1.13","52.187.79.109","6","SSL","55"
"1744447554.440720000","52.187.79.109","192.168.1.13","6","TCP","66"
"1744447554.624367000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447554.625185000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447554.627402000","192.168.1.13","142.250.192.131","17","QUIC","1292"
"1744447554.627855000","192.168.1.13","142.250.192.131","17","QUIC","1292"
"1744447554.628197000","192.168.1.13","142.250.192.131","17","QUIC","124"
"1744447554.632387000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447554.632387000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447554.632593000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447554.632628000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447554.633231000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447554.633340000","192.168.1.13","103.57.86.12","6","DNS","84"
"1744447554.633610000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447554.633659000","192.168.1.13","103.57.86.12","6","DNS","84"
"1744447554.641138000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447554.641138000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447554.641138000","103.57.86.12","192.168.1.13","6","DNS","134"
"1744447554.641138000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447554.641138000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447554.641138000","103.57.86.12","192.168.1.13","6","DNS","159"
"1744447554.644704000","142.250.192.131","192.168.1.13","17","QUIC","82"
"1744447554.646571000","142.250.192.131","192.168.1.13","17","QUIC","1292"
"1744447554.646647000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447554.647294000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447554.652675000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447554.652675000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447554.652770000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447554.653160000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447554.670909000","192.168.1.13","142.250.192.131","17","QUIC","1292"
"1744447554.691540000","142.250.192.131","192.168.1.13","17","QUIC","1292"
"1744447554.706624000","142.250.192.131","192.168.1.13","17","QUIC","1292"
"1744447554.706624000","142.250.192.131","192.168.1.13","17","QUIC","340"
"1744447554.706624000","142.250.192.131","192.168.1.13","17","QUIC","990"
"1744447554.706624000","142.250.192.131","192.168.1.13","17","QUIC","67"
"1744447554.708483000","192.168.1.13","142.250.192.131","17","QUIC","1292"
"1744447554.708932000","192.168.1.13","142.250.192.131","17","QUIC","73"
"1744447554.726171000","142.250.192.131","192.168.1.13","17","QUIC","162"
"1744447554.766434000","192.168.1.13","142.250.192.131","17","QUIC","74"
"1744447554.818666000","142.250.192.131","192.168.1.13","17","QUIC","162"
"1744447554.819698000","192.168.1.13","142.250.192.131","17","QUIC","75"
"1744447554.974178000",,,,"ARP","60"
"1744447554.974178000",,,,"ARP","60"
"1744447554.974178000",,,,"ARP","60"
"1744447554.974178000",,,,"ARP","60"
"1744447554.974178000",,,,"ARP","60"
"1744447554.974178000",,,,"ARP","60"
"1744447554.974178000",,,,"ARP","60"
"1744447554.974253000",,,,"ARP","42"
"1744447555.058935000","52.42.109.249","192.168.1.13","6","TCP","54"
"1744447555.059040000","192.168.1.13","52.42.109.249","6","TCP","54"
"1744447555.059631000","192.168.1.13","52.42.109.249","6","TCP","54"
"1744447555.419213000","52.42.109.249","192.168.1.13","6","TCP","54"
"1744447556.156490000","34.144.254.29","192.168.1.13","6","TLSv1.2","1033"
"1744447556.201864000","192.168.1.13","34.144.254.29","6","TCP","54"
"1744447557.393582000","34.144.254.29","192.168.1.13","6","TLSv1.2","1029"
"1744447557.434542000","192.168.1.13","34.144.254.29","6","TCP","54"
"1744447557.700949000",,,,"ARP","60"
"1744447557.700949000",,,,"ARP","60"
"1744447557.700949000",,,,"ARP","60"
"1744447557.700949000",,,,"ARP","60"
"1744447557.700949000",,,,"ARP","60"
"1744447557.700949000",,,,"ARP","60"
"1744447557.700949000",,,,"ARP","60"
"1744447557.701135000",,,,"ARP","42"
"1744447558.580943000","192.168.1.13","142.250.70.78","17","UDP","550"
"1744447558.639862000","142.250.70.78","192.168.1.13","17","UDP","73"
"1744447558.654864000","192.168.1.13","142.250.70.78","17","UDP","75"
"1744447558.719584000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447558.720522000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447558.724497000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.724497000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.724643000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.724671000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.725132000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447558.725176000","192.168.1.13","103.57.86.12","6","DNS","92"
"1744447558.725229000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447558.725254000","192.168.1.13","103.57.86.12","6","DNS","92"
"1744447558.728701000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447558.728701000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447558.728701000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447558.728701000","103.57.86.12","192.168.1.13","6","DNS","167"
"1744447558.728701000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.728701000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447558.728701000","103.57.86.12","192.168.1.13","6","DNS","202"
"1744447558.728877000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.729700000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.730444000","192.168.1.13","216.239.36.181","17","QUIC","1292"
"1744447558.730560000","192.168.1.13","216.239.36.181","17","QUIC","1292"
"1744447558.730593000","192.168.1.13","216.239.36.181","17","QUIC","1292"
"1744447558.730794000","192.168.1.13","216.239.36.181","17","QUIC","122"
"1744447558.732385000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447558.732445000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.740530000","103.57.86.12","192.168.1.13","6","TCP","54"
"1744447558.740602000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.749054000","216.239.36.181","192.168.1.13","17","QUIC","82"
"1744447558.749054000","216.239.36.181","192.168.1.13","17","QUIC","82"
"1744447558.749895000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447558.750446000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447558.750672000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447558.750835000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447558.751112000","216.239.36.181","192.168.1.13","17","QUIC","1292"
"1744447558.751172000","216.239.36.181","192.168.1.13","17","QUIC","1292"
"1744447558.752746000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447558.753311000","192.168.1.13","103.57.86.12","6","TCP","66"
"1744447558.756650000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.756650000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.756650000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.756794000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.756820000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.756846000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.757035000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.757089000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.761653000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.761653000","103.57.86.12","192.168.1.13","6","TCP","66"
"1744447558.761776000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.761799000","192.168.1.13","103.57.86.12","6","TCP","54"
"1744447558.762818000","192.168.1.13","103.57.86.12","6","TCP","56"
"1744447558.762911000","192.168.1.13","103.57.86.12","6","DNS","88"
